name,issuer_name,our_take,pros,cons,bonus_offer,redeem,rewards_rate,offer_link,toc_link,credit_card_terms,fb_horizontal_link,score,problem_resolution,over_limit_fee,penalty_apr,score_response,billing_and_payment_quality,cash_advance_apr,short_name,overall_satisfaction,annual_fee,balance_transfer_fee,credit_score,customer_service,late_payment_fee,minimum_interest_charge_apr,similar_cards,rewards_quality,issuer_phrase,returned_check_fee,foreign_transaction_fee,returned_payment_fee,cash_advance_fee,purchase_apr,image_link,balance_transfer_apr,fb_square_link
Starwood Preferred Guest Business Credit Card from American Express,American Express, a fantastic hotel card for business travelers - recommended for globe-trotters. ," 25k bonus points after $5k of purchases; Free, unlimited Boingo Wi-Fi internet", High annual fee; Complicated reward system.," Earn 25,000 bonus Starpoints after you use your new Card to make $5,000 in purchases within the first 3 months. ~25k points after spending $5k.~"," Earn free nights at over 1,300 hotels and resorts in over 100 countries with no blackout dates. Some hotels may have mandatory service and resort charges..",A rewards rate value of 1.00%.  Earn up to 5 Starpoints for each dollar of eligible purchases at participating SPGÂ® hotels - that's 2 Starpoints for which you may be eligible as a Card Member in addition to the 2 or 3 Starpoints for which you may be eligible as an SPG member.  Earn 2 Starpoints for every dollar of eligible purchases on the Card at participating Marriott RewardsÂ® hotels. Earn 1 Starpoint For all other purchases. ~5 points per dollar at SPGA hotels. 2 points per dollar at Marriott hotels. 1 point per dollar all else.~,https://www.americanexpress.com/us/small-business/credit-cards/starwood-business-credit-card,https://www262.americanexpress.com/business-card-application/starwood-preferred-guest-business-credit-card/tandc/44279-AJTnC-0/?pznOfferCode=&rsvpFlag=&rc=&zc=&ch=&key=tncBody,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Starwood+Preferred+Guest+Business+Credit+Card+from+American+Express.jpg,96,Excellent. ,No over limit fee.,A penalty A P R of 29.99%.,"96 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",Excellent at handling billing and accepting payments. ,A cash advance A P R of 26.24%.,Starwood Preferred Biz,Excellent. ,An annual fee of $95.,American Express does not disclose the balance transfers fee for the Starwood Preferred Guest Business Credit Card from American Express.,A recommended credit score range of 690 to 850.,Excellent. ,A late payment fee of Up to $38.,American Express does not disclose the minimum interest charge for the Starwood Preferred Guest Business Credit Card from American Express.,"[{'S': 'Ink Business Cash Credit Card'}, {'S': 'Blue for Business Credit Card from American Express'}, {'S': 'SimplyCash Plus Business Credit Card from American Express'}]",Excellent. ,American Express issues Starwood Preferred Guest Business Credit Card from American Express,American Express does not disclose the returned check fee for the Starwood Preferred Guest Business Credit Card from American Express.,No foreign transaction fee.,A returned payment fee of $38.,"A cash advances fee of Either $5 or 3% of the amount of each cash advance, whichever is greater.","A purchase A P R of 16.24%, 18.24% or 20.24%.",https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Starwood+Preferred+Guest+Business+Credit+Card+from+American+Express.jpg,American Express does not disclose the balance transfer A P R for the Starwood Preferred Guest Business Credit Card from American Express.,
Starwood Preferred Guest Credit Card from American Express,American Express, a great pick for luxury hotel enthusiasts - perfect companion for traveling in style. , Large selection of airline partners; Get free wi-fi; Generous sign up bonus and high point values way above industry standards, Earns extra points only at Starwood and Marriott properties; High annual fee after a year.," Earn 25,000 bonus Starpoints after you use your new Card to make $3,000 in purchases within the first 3 months. ~25k points after spending $3k.~"," Redeem StarpointsÂ® for free nights at any of Starwood's 11 distinct brands including St. Regis, The Luxury Collection, W Hotels, Le MÃ©ridien, Westin, Sheraton, Aloft, Element Hotels, Four Points by Sheraton, Tribute Portfolio and Design Hotels.",A rewards rate value of 1.00%.  Use your Card and earn up to 5 StarpointsÂ® for every dollar of eligible purchases at participating Starwood hotelsâ€“that's 2 as a Card Member on top of the 2 or 3 you can earn as an SPG member. Earn 2 StarpointsÂ® for every dollar of eligible purchases on the Card at participating Marriott RewardsÂ® hotels. Earn 1 Starpoint for all other eligible purchases. ~5 points per dollar at Starwood hotels. 2 points per dollar at Marriott hotels. 1 point all other purchases.~,https://www.americanexpress.com/us/credit-cards/card/starwood-preferred-guest/,https://www.americanexpress.com/us/credit-cards/personal-card-application/terms/starwood-preferred-credit-card/28009-10-0/?nolayout=1#CardBenefitsTerms,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Starwood+Preferred+Guest+Credit+Card+from+American+Express.jpg,97,Excellent. ,No over limit fee.,A penalty A P R of 29.99%.,"97 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",Excellent at handling billing and accepting payments. ,A cash advance A P R of 26.24%.,Starwood Preferred,Excellent. ,An annual fee of $95.,"A balance transfers fee of either $5 or 3% of the amount of each transfer, whichever is greater.",A recommended credit score range of 690 to 850.,Excellent. ,A late payment fee of $38.,American Express does not disclose the minimum interest charge for the Starwood Preferred Guest Credit Card from American Express.,"[{'S': 'Discover it - Cashback Match'}, {'S': 'Discover it Miles'}, {'S': 'Hilton Honors Card from American Express'}]",Excellent. ,American Express issues Starwood Preferred Guest Credit Card from American Express,American Express does not disclose the returned check fee for the Starwood Preferred Guest Credit Card from American Express.,No foreign transaction fee.,A returned payment fee of up to $38.,"A cash advances fee of either $5 or 3% of the amount of each cash advance, whichever is greater.",A purchase A P R of 16.24% to 20.24%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Starwood+Preferred+Guest+Credit+Card+from+American+Express.jpg,A balance transfer A P R of 16.24% to 20.24%.,
Susan G. Komen Credit Card,Bank of America, helps out a good cause like breast cancer and is a decent affinity card. , No annual fee; Benefits a good cause!, The rewards and cash back rate is weak.,$150 online cash rewards bonus after you spend $500 on purchases in the first 90 days of account opening. ~$150 online cash rewards after spending $500.~,The Susan G. Komen Credit Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.00%. ~1.00%.~,https://www.bankofamerica.com/credit-cards/products/susan-komen-credit-card/#interestRatesFeesCcModule,https://www.bankofamerica.com/credit-cards/terms-and-conditions/?campaignid=4020880&productoffercode=PK&locale=en_US&isMobile=true&format=ccr,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Susan+G.+Komen+Credit+Card.jpg,80,Good. ,Bank of America does not disclose the over limit fee for the Susan G. Komen Credit Card.,A penalty A P R of 29.99%.,"80 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of 16.74% to 25.74%.,Susan G. Komen,About average. ,No annual fee.,"A balance transfers fee of either $10 or 3% of the amount of each transaction, whichever is greater.",A recommended credit score range of 690 to 850.,About average. ,A late payment fee of $38.,A minimum interest charge of $1.50.,"[{'S': 'Blue Cash Everyday Card from American Express'}, {'S': 'Platinum Card from American Express for Mercedes-Benz'}, {'S': 'Discover it - Cashback Match'}]",About average. ,Bank of America issues Susan G. Komen Credit Card,Bank of America does not disclose the returned check fee for the Susan G. Komen Credit Card.,A foreign transaction fee of 3%.,A returned payment fee of up to $27.,"A cash advances fee of either $10 or 5% of the amount of each transaction, whichever is greater.","A purchase A P R of 0% for the first 12 Statement Closing Dates. After that, 13.74% to 23.74%.",https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Susan+G.+Komen+Credit+Card.jpg,"A balance transfer A P R of 0% for the first 12 Statement Closing Dates following the opening of your account for transactions made within 60 days of opening your account. After that, 13.74% to 23.74%.",
Sustain Green Mastercard,Commerce Bank," decent card for a cause, but limited applications so a pass. ", Good values; Lows APR; No annual fee; Biodegradable card, They sometimes stop taking applications., None.,The Sustain Green Mastercard information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 2.00%. ~2.00%~,http://sustaingreen.com/credit-features-and-benefits,http://sustaingreen.com/credit-features-and-benefits,About average. ,,73,About average. ,Commerce Bank does not disclose the over limit fee for the Sustain Green Mastercard.,Commerce Bank does not disclose the penalty A P R for the Sustain Green Mastercard.,"73 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of Not disclosed.,Sustain Green,About average. ,No annual fee.,A balance transfers fee of Not disclosed.,A recommended credit score range of 700 to 850.,About average. ,Commerce Bank does not disclose the late payment fee for the Sustain Green Mastercard.,Commerce Bank does not disclose the minimum interest charge for the Sustain Green Mastercard.,"[{'S': 'Platinum Card from American Express for Mercedes-Benz'}, {'S': 'Somerset Trust Company MasterCard with ScoreCard Rewards'}, {'S': 'NHL Discover it Card'}]",About average. ,Commerce Bank issues Sustain Green Mastercard,Commerce Bank does not disclose the returned check fee for the Sustain Green Mastercard.,A foreign transaction fee of Not disclosed.,Commerce Bank does not disclose the returned payment fee for the Sustain Green Mastercard.,A cash advances fee of Not disclosed.,A purchase A P R of 18.24%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Sustain+Green+Mastercard.jpg,A balance transfer A P R of They don't disclose..,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/Sustain+Green+Mastercard.jpg
TD Bank Aeroplan Visa Signature Card,TD Bank,"I know all about the TD Bank Aeroplan Visa Signature Card. It's ok, but ask me for better travel cards. ", No foreign transaction fees, Has annual fee.,None.,The TD Bank Aeroplan Visa Signature Card information on redeeming is on their website. Click apply now to go to the site to check it out.,None.,https://www.tdbank.com/personalcreditcard/aeroplan.html,http://docs.tdcardservices.com/pdfs/Aeroplan-personal-terms.pdf,About average. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/TD+Bank+Aeroplan+Visa+Signature+Card.jpg,66,About average. ,TD Bank does not disclose the over limit fee for the TD Bank Aeroplan Visa Signature Card.,TD Bank does not disclose the penalty A P R for the TD Bank Aeroplan Visa Signature Card.,"66 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,TD Bank does not disclose the cash advance A P R for the TD Bank Aeroplan Visa Signature Card.,TD Bank Card,Good. ,An annual fee of $95.,TD Bank does not disclose the balance transfers fee for the TD Bank Aeroplan Visa Signature Card.,No recommended credit score range.,About average. ,A late payment fee of up to $35.,TD Bank does not disclose the minimum interest charge for the TD Bank Aeroplan Visa Signature Card.,"[{'S': 'Starwood Preferred Guest Credit Card from American Express'}, {'S': 'Gold Delta SkyMiles Credit Card from American Express'}, {'S': 'Discover it Miles'}]",About average. ,TD Bank issues TD Bank Aeroplan Visa Signature Card,TD Bank does not disclose the returned check fee for the TD Bank Aeroplan Visa Signature Card.,TD Bank does not disclose the foreign transaction fee for the TD Bank Aeroplan Visa Signature Card.,TD Bank does not disclose the returned payment fee for the TD Bank Aeroplan Visa Signature Card.,TD Bank does not disclose the cash advances fee for the TD Bank Aeroplan Visa Signature Card.,"A purchase A P R of 14.74%, 19.74% or 23.74%.",https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/TD+Bank+Aeroplan+Visa+Signature+Card.jpg,"A balance transfer A P R of 14.74%, 19.74% or 23.74%.",
U.S. Bank Cash 365 American Express Card,US Bank, there are better cashback cards than this one - US Bank is a minor bank and Amex's own cards are better. ," 2% cash back on every purchase in the first year, 1.5% after; No annual fee; 0% intro APR on Balance Transfers within 60 days", Minor bank; Rewards are so-so.,$100 after you spend $500 in eligible net purchases in the first 90 days you have the card. ~$100 after spending $500.~,The U.S. Bank Cash 365 American Express Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.50%. ~1.50%.~,http://mycard.usbank.com/credit/teamsite/html/cash365.html?redirect=cash365Amex&lang=en,https://applications.usbank.com/oad/catalog/terms.controller?locationCode=8069&productId=24&sourceCode=36807,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/U.S.+Bank+Cash+365+American+Express+Card.jpg,80,About average. ,No over limit fee.,No penalty A P R.,"80 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of 365 American Express Card: 24.99%.,US Bank Cash 365,About average. ,No annual fee.,"A balance transfers fee of either 3% of the amount of each transfer or $5 minimum, whichever is greater.",A recommended credit score range of 720 to 850.,About average. ,A late payment fee of $38.,A minimum interest charge of $2.,"[{'S': 'Amazon Signature Visa Card'}, {'S': 'Blue Cash Everyday Card from American Express'}, {'S': 'Chase Sapphire Preferred Card'}]",About average. ,US Bank issues U.S. Bank Cash 365 American Express Card,US Bank does not disclose the returned check fee for the U.S. Bank Cash 365 American Express Card.,A foreign transaction fee of 2% of each foreign purchase transaction or foreign A T M advance transaction in U. S. Dollars 3%.,A returned payment fee of $35.,"A cash advances fee of either 4% of the amount of each advance or $20 minimum, whichever is greater.",A purchase A P R of 14.99% to 23.99%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/U.S.+Bank+Cash+365+American+Express+Card.jpg,"A balance transfer A P R of 0% for the first 12 billing cycles for balances transferred within 60 days from account opening. After that, 14.99% to 23.99%.",
U.S. Bank Cash+ Visa Signature Card,US Bank, there are better cashback cards than this one - US Bank is a minor bank and their scores are just average. , Choose your own cash back categories; No annual fee; 0% APR on balance transfers within 60 days of opening, Needs excellent credit.,$100 after you spend $500 in eligible net purchases in the first 90 days you have the card. ~$100 after spending $500.~,The U.S. Bank Cash+ Visa Signature Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.00%. ~1.00%.~,http://mycard.usbank.com/credit/teamsite/html/usbank_cash_plus_visa.html,https://applications.usbank.com/oad/catalog/terms.controller?locationCode=8069&productId=05&sourceCode=36806,Good. ,,81,About average. ,No over limit fee.,No penalty A P R.,"81 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of 24.99%.,US Bank Cash+,About average. ,No annual fee.,"A balance transfers fee of either 3% of the amount of each transfer or $5 minimum, whichever is greater.",A recommended credit score range of 720 to 850.,About average. ,A late payment fee of $38.,A minimum interest charge of $2.,"[{'S': 'Chase Sapphire Preferred Card'}, {'S': 'Blue Cash Everyday Card from American Express'}, {'S': 'Capital One Quicksilver Cash Rewards Credit Card'}]",About average. ,US Bank issues U.S. Bank Cash+ Visa Signature Card,US Bank does not disclose the returned check fee for the U.S. Bank Cash+ Visa Signature Card.,A foreign transaction fee of 2% of each foreign purchase transaction or foreign A T M advance transaction in U. S. Dollars 3%.,A returned payment fee of $35.,"A cash advances fee of either 4% of the amount of each advance or $20 minimum, whichever is greater.",A purchase A P R of 14.99% to 23.99%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/U.S.+Bank+Cash+Visa+Signature+Card.jpg,"A balance transfer A P R of 0% for the first 12 billing cycles for balances transferred within 60 days from account opening. After that, 14.99% to 23.99%.",https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/U.S.+Bank+Cash++Visa+Signature+Card.jpg
United MileagePlus Explorer Card,Chase, an average miles card for loyal United fans. , $0 foreign transaction fee; Decent miles if you're loyal to United; Good sign-up and annual bonuses, Cannot use with other airlines; Not so great hotel rewards.,"50,000 bonus miles after you spend $3,000 on purchases in the first 3 months your account is open. ~50k miles after spending $3k.~",The United MileagePlus Explorer Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.00%. ~1.00%.~,https://creditcards.chase.com/credit-cards/united-mileageplus-explorer,https://applynow.chase.com/FlexAppWeb/pricing.do?card=FNYT&page_type=appterms,Below average. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/United+MileagePlus+Explorer+Card.jpg,81,About average. ,Chase does not disclose the over limit fee for the United MileagePlus Explorer Card.,Chase does not disclose the penalty A P R for the United MileagePlus Explorer Card.,"81 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of 25.74%.,United Explorer,About average. ,An annual fee of $95.,"A balance transfers fee of either $5 or 5% of the amount of each transfer, whichever is greater.",A recommended credit score range of 690 to 850.,About average. ,A late payment fee of $15 if the balance is less than $100; up to $27 if the balance is $100 to less than $250; up to $37 if the balance is $250 or more.,No minimum interest charge.,"[{'S': 'Gold Delta SkyMiles Credit Card from American Express'}, {'S': 'Starwood Preferred Guest Credit Card from American Express'}, {'S': 'Chase Sapphire Preferred Card'}]",About average. ,Chase issues United MileagePlus Explorer Card,No returned check fee.,No foreign transaction fee.,A returned payment fee of up to $37.,"A cash advances fee of either $10 or 5% of the amount of each transaction, whichever is greater.",A purchase A P R of 16.74% to 23.74%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/United+MileagePlus+Explorer+Card.jpg,A balance transfer A P R of 16.74% to 23.74%.,
US Bank Aeromexico Visa Signature Card,US Bank, pretty good rewards if you travel very regularly with Aeromexico. , Aeromexico Airline Rewards; Double Miles on Gas & Groceries; Buy three tickets and get the 4th free; Complimentary Baggage, Has annual fee.," 15,000 First Use Bonus Miles plus Complimentary Companion Certificate; $0 Introductory Annual Fee for the first year. ~15k miles and no annual fee the first year.~", one Club Premier Mile per net $1 spent.,A rewards rate value of one Club Premier Mile per net $1 spent. ~1 mile per dollar spent.~,https://www.usbank.com/credit-cards/aeromexico-visa-credit-card.html,https://applications.usbank.com/oad/catalog/terms.controller?step=display&locationCode=6371&productId=20&sourceCode=19651&theme=usbank,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+Aeromexico+Visa+Signature+Card.jpg,81,About average. ,US Bank does not disclose the over limit fee for the US Bank Aeromexico Visa Signature Card.,US Bank does not disclose the penalty A P R for the US Bank Aeromexico Visa Signature Card.,"81 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,US Bank does not disclose the cash advance A P R for the US Bank Aeromexico Visa Signature Card.,US Bank Aeromexico Card,About average. ,"An annual fee of $0 for the first year, then $45.",US Bank does not disclose the balance transfers fee for the US Bank Aeromexico Visa Signature Card.,A recommended credit score range of 690 to 850.,About average. ,A late payment fee of $38.,US Bank does not disclose the minimum interest charge for the US Bank Aeromexico Visa Signature Card.,"[{'S': 'Starwood Preferred Guest Credit Card from American Express'}, {'S': 'Gold Delta SkyMiles Credit Card from American Express'}, {'S': 'Discover it Miles'}]",About average. ,US Bank issues US Bank Aeromexico Visa Signature Card,US Bank does not disclose the returned check fee for the US Bank Aeromexico Visa Signature Card.,US Bank does not disclose the foreign transaction fee for the US Bank Aeromexico Visa Signature Card.,US Bank does not disclose the returned payment fee for the US Bank Aeromexico Visa Signature Card.,US Bank does not disclose the cash advances fee for the US Bank Aeromexico Visa Signature Card.,A purchase A P R of 13.99% to 23.99%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+Aeromexico+Visa+Signature+Card.jpg,US Bank does not disclose the balance transfer A P R for the US Bank Aeromexico Visa Signature Card.,
US Bank FlexPerks Select+ American Express Card,US Bank," an average rewards card, I wouldn't write grandma about it. ", No annual fee; 0% for 9 mos on transfers, Weak rewards; High fees.," Earn 10,000 bonus Flex Points after you spend $1,000 in Net Purchases within the first four months of account opening. ~10k points after spending $1k.~",The US Bank FlexPerks Select+ American Express Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.00%. ~1.00%.~,https://www.usbank.com/credit-cards/flexperks-select-plus-american-express-card.html,https://applications.usbank.com/oad/catalog/terms.controller?step=display&locationCode=8985&productId=22&sourceCode=97371,Good. ,,78,About average. ,No over limit fee.,No penalty A P R.,"78 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,A cash advance A P R of 24.99%.,US Bank FlexPerks,About average. ,No annual fee.,"A balance transfers fee of either 3% of the amount of each transfer or $5 minimum, whichever is greater.",A recommended credit score range of 690 to 850.,About average. ,A late payment fee of $38.,A minimum interest charge of $2.,"[{'S': 'Discover it Miles'}, {'S': 'Starwood Preferred Guest Credit Card from American Express'}, {'S': 'Chase Sapphire Preferred Card'}]",About average. ,US Bank issues US Bank FlexPerks Select+ American Express Card,US Bank does not disclose the returned check fee for the US Bank FlexPerks Select+ American Express Card.,A foreign transaction fee of 2% of each foreign purchase transaction or foreign A T M advance transaction in U. S. Dollars 3%.,A returned payment fee of $35.,"A cash advances fee of either 4% of the amount of each advance or $20 minimum, whichever is greater.",A purchase A P R of 14.99% to 24.99%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+FlexPerks+Select+American+Express+Card.jpg,"A balance transfer A P R of 0% for the first 9 billing cycles for balances transferred within 60 days from account opening. After that, 14.99% to 24.99%.",https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+FlexPerks+Select++American+Express+Card.jpg
US Bank LANPASS Visa Signature Card,US Bank,"I know all about the US Bank LANPASS Visa Signature Card. It's ok, but ask me for better travel cards. ", Has travel rewards; No Cap on Miles Earned, Has annual fee; low rewards rate.," 20,000 Bonus Miles with your first card use.",The US Bank LANPASS Visa Signature Card information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.00%. ~1.00%.~,https://www.usbank.com/credit-cards/lanpass-visa-signature-credit-card.html,https://applications.usbank.com/oad/catalog/terms.controller?step=display&locationCode=9776&offerId=6PGD77V5B8&productId=05&sourceCode=19926&theme=usbank,Good. ,,79,About average. ,US Bank does not disclose the over limit fee for the US Bank LANPASS Visa Signature Card.,US Bank does not disclose the penalty A P R for the US Bank LANPASS Visa Signature Card.,"79 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",About average at handling billing and accepting payments. ,US Bank does not disclose the cash advance A P R for the US Bank LANPASS Visa Signature Card.,LANPASS Card,About average. ,An annual fee of $0 for the first 12 months. After that $75.,US Bank does not disclose the balance transfers fee for the US Bank LANPASS Visa Signature Card.,A recommended credit score range of 690 to 850.,About average. ,A late payment fee of up to $38.,US Bank does not disclose the minimum interest charge for the US Bank LANPASS Visa Signature Card.,"[{'S': 'Starwood Preferred Guest Credit Card from American Express'}, {'S': 'Gold Delta SkyMiles Credit Card from American Express'}, {'S': 'Discover it Miles'}]",About average. ,US Bank issues US Bank LANPASS Visa Signature Card,US Bank does not disclose the returned check fee for the US Bank LANPASS Visa Signature Card.,US Bank does not disclose the foreign transaction fee for the US Bank LANPASS Visa Signature Card.,US Bank does not disclose the returned payment fee for the US Bank LANPASS Visa Signature Card.,US Bank does not disclose the cash advances fee for the US Bank LANPASS Visa Signature Card.,A purchase A P R of 13.99% to 23.99%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+LANPASS+Visa+Signature+Card.jpg,US Bank does not disclose the balance transfer A P R for the US Bank LANPASS Visa Signature Card.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/US+Bank+LANPASS+Visa+Signature+Card.jpg
USAA Cashback Rewards Plus American Express,USAA, a solid cashback card from the best bank for veterans. , Bonus cash back categories; No annual fee; No foreign transaction fee; No Penalty A P R; Special 4% SCRA rate and Deployment Rate, High balance transfer fee; Not available for non-military.,None., You get cash directly to your account..,"A rewards rate value of 1.00%.  5% for Gasoline and Military base purchases. 2% for Groceries, Supermarkets. 1% for all Other Purchases anywhere, no limit! ~5% on gas and military bas purchases. 2% on groceries. 1% on all others.~",https://www.usaa.com/inet/pages/bank_cc_cashback_rewards_plus_american_express,https://www.usaa.com/inet/pages/bank_cc_cashback_rewards_plus_american_express,Good. ,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/USAA+Cashback+Rewards+Plus+American+Express.jpg,75,Excellent. ,USAA does not disclose the over limit fee for the USAA Cashback Rewards Plus American Express.,USAA does not disclose the penalty A P R for the USAA Cashback Rewards Plus American Express.,"75 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",Excellent at handling billing and accepting payments. ,USAA does not disclose the cash advance A P R for the USAA Cashback Rewards Plus American Express.,USAA Cashback Amex,Excellent. ,No annual fee.,USAA does not disclose the balance transfers fee for the USAA Cashback Rewards Plus American Express.,A recommended credit score range of 690 to 850.,Excellent. ,A late payment fee of Up to $35.,USAA does not disclose the minimum interest charge for the USAA Cashback Rewards Plus American Express.,"[{'S': 'Chase Freedom Unlimited'}, {'S': 'USAA Secured Card Visa Platinum'}, {'S': 'Chase Sapphire Reserve Credit Card'}]",Below average. ,USAA issues USAA Cashback Rewards Plus American Express,USAA does not disclose the returned check fee for the USAA Cashback Rewards Plus American Express.,No foreign transaction fee.,USAA does not disclose the returned payment fee for the USAA Cashback Rewards Plus American Express.,USAA does not disclose the cash advances fee for the USAA Cashback Rewards Plus American Express.,A purchase A P R of 12.90% to 26.90%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/generic+card.jpeg,USAA does not disclose the balance transfer A P R for the USAA Cashback Rewards Plus American Express.,
USAA Preferred Cash Rewards Visa Signature,USAA, decent rewards card from one of the best banks in the country. , 1.5% cash back on every purchase; No annual fee; No foreign transaction fee; Rental car insurance., Smaller bank; Average rewards; Only available to military and veterans., 1.5% cash back on all purchases.,The USAA Preferred Cash Rewards Visa Signature information on redeeming is on their website. Click apply now to go to the site to check it out.,A rewards rate value of 1.50%. ~1.50%.~,https://www.usaa.com/inet/pages/bank_cc_preferred_cash_rewards_visa_signature,https://www.usaa.com/inet/pages/bank_cc_preferred_cash_rewards_visa_signature,Good. ,,85,Excellent. ,USAA does not disclose the over limit fee for the USAA Preferred Cash Rewards Visa Signature.,USAA does not disclose the penalty A P R for the USAA Preferred Cash Rewards Visa Signature.,"85 out of 100. We looked at many cards and rated them after comparing the terms, complaint data, reviews.",Excellent at handling billing and accepting payments. ,A cash advance A P R of 12.90% to 26.90%.,USAA Cash,Excellent. ,No annual fee.,A balance transfers fee of 3% of each transfer amount.,A recommended credit score range of 700 to 850.,Excellent. ,A late payment fee of Up to $35.,USAA does not disclose the minimum interest charge for the USAA Preferred Cash Rewards Visa Signature.,"[{'S': 'Chase Freedom Unlimited'}, {'S': 'USAA Secured Card Visa Platinum'}, {'S': 'Chase Sapphire Reserve Credit Card'}]",Below average. ,USAA issues USAA Preferred Cash Rewards Visa Signature,USAA does not disclose the returned check fee for the USAA Preferred Cash Rewards Visa Signature.,A foreign transaction fee of 0%.,USAA does not disclose the returned payment fee for the USAA Preferred Cash Rewards Visa Signature.,A cash advances fee of 3% of each transfer amount.,A purchase A P R of 12.90% to 26.90%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/USAA+Preferred+Cash+Rewards+Visa+Signature.jpg,A balance transfer A P R of 12.90% to 26.90%.,https://s3-us-west-2.amazonaws.com/static.starbutter.com/images/card/facebook_horiz/USAA+Preferred+Cash+Rewards+Visa+Signature.jpg
